Product Name,GPU Chip,Release Date,Bus,Memory,GPU Clock,Memory Clock,Shaders/TMUs/ROPs
Radeon HD 4870 X2,R700,"Aug 12th, 2008",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",750 MHz,900 MHz,800 / 40 / 16
FirePro V3700,RV620,"Aug 8th, 2008",PCIe 2.0 x16,"256 MB, GDDR3, 64 bit",800 MHz,950 MHz,40 / 4 / 4
FirePro V5700,RV730,"Aug 8th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",700 MHz,900 MHz,320 / 32 / 8
Radeon HD 3300 IGP,RS780,"Aug 6th, 2008",PCIe 1.0 x16,System Shared,500 MHz,System Shared,40 / 4 / 4
Radeon HD 3550,RV620,"Aug 4th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",594 MHz,396 MHz,40 / 4 / 4
Xbox 360 GPU 65nm,Xenos Jasper,"Aug 1st, 2008",IGP,"512 MB, GDDR3, 128 bit",500 MHz,700 MHz,240 / 16 / 8
FirePro V8750,RV770,"Jul 28th, 2008",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",750 MHz,900 MHz,800 / 40 / 16
Mobility Radeon HD 3410,M82,"Jul 25th, 2008",MXM-II,"256 MB, DDR2, 64 bit",400 MHz,400 MHz,40 / 4 / 4
Mobility Radeon HD 3430,M82,"Jul 25th, 2008",MXM-II,"256 MB, DDR2, 64 bit",450 MHz,400 MHz,40 / 4 / 4
All-In-Wonder HD 3650,RV635,"Jun 28th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",722 MHz,594 MHz,120 / 8 / 4
Radeon HD 4850,RV770,"Jun 25th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",625 MHz,993 MHz,800 / 40 / 16
Radeon HD 4870,RV770,"Jun 25th, 2008",PCIe 2.0 x16,"512 MB, GDDR5, 256 bit",750 MHz,900 MHz,800 / 40 / 16
GMA 3600,Cedarview,"Oct 1st, 2008",PCI,System Shared,400 MHz,System Shared,32 / 4 / 1
GMA 3650,Cedarview,"Oct 1st, 2008",PCI,System Shared,640 MHz,System Shared,32 / 4 / 1
GMA X4500M,Eaglelake,"Oct 1st, 2008",FSB,System Shared,400 MHz,System Shared,80 / 10 / 1
GMA X4700MHD,Montevina,"Oct 1st, 2008",FSB,System Shared,640 MHz,System Shared,80 / 10 / 1
GMA X4500MHD,Cantiga,"Sep 1st, 2008",FSB,System Shared,533 MHz,System Shared,80 / 10 / 1
GeForce GTX 285,GT200B,"Dec 23rd, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 512 bit",648 MHz,1242 MHz,240 / 80 / 32
GeForce 9600 GT Mac Edition,G94,"Dec 22nd, 2008",PCIe 2.0 x16,"1024 MB, DDR2, 256 bit",600 MHz,266 MHz,64 / 32 / 16
GeForce GT 120M Mac Edition,G96C,"Dec 12th, 2008",PCIe 2.0 x16,"256 MB, GDDR3, 128 bit",500 MHz,792 MHz,32 / 16 / 8
GeForce GT 130 Mac Edition,G94B,"Dec 12th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 192 bit",600 MHz,792 MHz,48 / 24 / 12
GeForce GTX 260 Core 216 Rev. 2,GT200B,"Nov 27th, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,216 / 72 / 28
Quadro CX,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"1536 MB, GDDR3, 384 bit",602 MHz,800 MHz,192 / 64 / 24
Quadro FX 4800,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"1536 MB, GDDR3, 384 bit",602 MHz,800 MHz,192 / 64 / 24
Quadro FX 4800 Mac Edition,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"1536 MB, GDDR3, 384 bit",602 MHz,800 MHz,192 / 64 / 24
Quadro FX 5800,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"4 GB, GDDR3, 512 bit",610 MHz,800 MHz,240 / 80 / 32
Quadro NVS 450,G98,"Nov 11th, 2008",PCIe 1.0 x16,"256 MB, GDDR3, 64 bit",480 MHz,700 MHz,8 / 4 / 4
Quadro FX 370 LP,G98,"Nov 6th, 2008",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",540 MHz,500 MHz,8 / 4 / 4
GeForce 9800M GS,G94,"Nov 1st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",530 MHz,800 MHz,64 / 32 / 16
GeForce 9600M GT Mac Edition,G96C,"Oct 25th, 2008",MXM-II,"512 MB, GDDR3, 128 bit",500 MHz,792 MHz,32 / 16 / 8
GeForce 9600 GSO 512,G94,"Oct 23rd, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",650 MHz,900 MHz,48 / 24 / 16
GeForce 9200M,C79,"Oct 15th, 2008",PCIe 2.0 x16,System Shared,450 MHz,System Shared,16 / 8 / 4
GeForce 9400M,C79,"Oct 15th, 2008",PCIe 2.0 x16,System Shared,580 MHz,System Shared,16 / 8 / 4
GeForce 9400M,C79,"Oct 15th, 2008",PCIe 2.0 x16,System Shared,450 MHz,System Shared,16 / 8 / 4
GeForce 9400M G,C79,"Oct 15th, 2008",PCIe 2.0 x16,System Shared,450 MHz,System Shared,16 / 8 / 4
Quadro FX 1700M,G96,"Oct 1st, 2008",MXM-II,"512 MB, GDDR3, 128 bit",625 MHz,800 MHz,32 / 16 / 8
Quadro FX 1700 Mac Edition,G84,"Sep 27th, 2008",PCIe 1.0 x16,"512 MB, GDDR3, 128 bit",520 MHz,650 MHz,32 / 16 / 8
GeForce GTX 260 Core 216,GT200,"Sep 16th, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,216 / 72 / 28
GeForce 9400 GT,G96C,"Aug 27th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",550 MHz,400 MHz,16 / 8 / 4
GeForce 9400 GT PCI,G96C,"Aug 27th, 2008",PCI,"256 MB, DDR2, 128 bit",550 MHz,400 MHz,16 / 8 / 4
GeForce 9400 GT Rev. 2,G96C,"Aug 27th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",550 MHz,400 MHz,16 / 8 / 4
GeForce 9800M GTS,G94,"Aug 21st, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",600 MHz,800 MHz,64 / 32 / 16
GeForce 9650M GT,G96C,"Aug 19th, 2008",MXM-II,"1024 MB, GDDR3, 128 bit",550 MHz,800 MHz,32 / 16 / 8
Quadro FX 370M,G98,"Aug 15th, 2008",MXM-II,"256 MB, GDDR3, 64 bit",550 MHz,600 MHz,8 / 4 / 4
Quadro NVS 150M,G98,"Aug 15th, 2008",MXM-I,"256 MB, GDDR3, 64 bit",530 MHz,700 MHz,8 / 4 / 4
Quadro NVS 160M,G98,"Aug 15th, 2008",MXM-I,"256 MB, GDDR3, 64 bit",580 MHz,700 MHz,8 / 4 / 4
Quadro FX 2700M,G94,"Aug 14th, 2008",MXM-HE,"512 MB, GDDR3, 256 bit",530 MHz,799 MHz,48 / 24 / 16
Quadro FX 3700M,G92,"Aug 14th, 2008",MXM-HE,"1024 MB, GDDR3, 256 bit",550 MHz,800 MHz,128 / 64 / 16
Quadro FX 3800M,G92,"Aug 14th, 2008",MXM-B (3.0),"1024 MB, GDDR3, 256 bit",675 MHz,1000 MHz,128 / 64 / 16
Quadro FX 770M,G96,"Aug 14th, 2008",MXM-II,"512 MB, GDDR3, 128 bit",500 MHz,800 MHz,32 / 16 / 8
GeForce 8400 SE,G86,"Aug 1st, 2008",PCIe 2.0 x16,"128 MB, DDR2, 64 bit",459 MHz,400 MHz,16 / 8 / 4
GeForce 9400 GT,G86,"Aug 1st, 2008",PCIe 2.0 x16,"128 MB, DDR2, 64 bit",459 MHz,600 MHz,16 / 8 / 4
Playstation 3 GPU 65nm,RSX-65nm,Aug 2008,IGP,"256 MB, GDDR3, 128 bit",550 MHz,650 MHz,24 / 8 / 24 / 8
GeForce 9100M G mGPU AMD,C77,"Jul 29th, 2008",PCIe 2.0 x16,System Shared,450 MHz,System Shared,16 / 4 / 4
GeForce 9100M G mGPU Intel,C79,"Jul 29th, 2008",PCIe 2.0 x16,System Shared,450 MHz,System Shared,8 / 8 / 4
GeForce 9500 GS,G96,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",550 MHz,504 MHz,32 / 16 / 8
GeForce 9500 GS Rev. 2,G96C,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",500 MHz,500 MHz,32 / 16 / 8
GeForce 9500 GT,G96,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",600 MHz,1000 MHz,32 / 16 / 8
GeForce 9500 GT Rev. 2,G96B,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",600 MHz,900 MHz,32 / 16 / 8
GeForce 9500 GT Rev. 3,G96C,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",550 MHz,800 MHz,32 / 16 / 8
GeForce 9600 GS OEM,G94,"Jul 29th, 2008",PCIe 2.0 x16,"768 MB, DDR2, 192 bit",500 MHz,1000 MHz,48 / 24 / 12
GeForce 9700M GT,G96,"Jul 29th, 2008",MXM-II,"512 MB, GDDR3, 128 bit",625 MHz,800 MHz,32 / 16 / 8
GeForce 9700M GTS,G94,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",530 MHz,800 MHz,48 / 24 / 16
GeForce 9800M GT,G92,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",500 MHz,800 MHz,96 / 48 / 16
GeForce 9800M GTS,G94,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,800 MHz,64 / 32 / 16
Quadro Plex 1000 Model II,G70,"Jul 25th, 2008",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",470 MHz,525 MHz,24 / 8 / 24 / 16
Quadro Plex 1000 Model IV,G80,"Jul 25th, 2008",PCIe 1.0 x16,"1536 MB, GDDR3, 384 bit",600 MHz,800 MHz,128 / 32 / 24
Quadro Plex 2100 D4,G92,"Jul 25th, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",500 MHz,800 MHz,128 / 64 / 16
Quadro Plex 2100 S4,G80,"Jul 25th, 2008",PCIe 1.0 x16,"1536 MB, GDDR3, 384 bit",600 MHz,800 MHz,128 / 32 / 24
Quadro Plex 2200 D2,GT200B,"Jul 25th, 2008",PCIe 2.0 x16,"4 GB, GDDR3, 512 bit",648 MHz,800 MHz,240 / 80 / 32
Quadro Plex 2200 S4,GT200B,"Jul 25th, 2008",PCIe 2.0 x16,"4 GB, GDDR3, 512 bit",648 MHz,800 MHz,240 / 80 / 32
GeForce GTX 260 Rev. 2,GT200B,"Jul 23rd, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,192 / 64 / 28
GeForce 9800 GT,G92B,"Jul 21st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,900 MHz,112 / 56 / 16
GeForce 9800 GT,G92,"Jul 21st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,900 MHz,112 / 56 / 16
GeForce 9800 GT Rebrand,G92,"Jul 21st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",725 MHz,1000 MHz,128 / 64 / 16
GeForce 9800M GTX,G92,"Jul 15th, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",500 MHz,800 MHz,112 / 56 / 16
GeForce 9800S,G94,"Jul 15th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,799 MHz,64 / 32 / 16
GeForce GTX 260,GT200,"Jun 16th, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,192 / 64 / 28
GeForce GTX 280,GT200,"Jun 16th, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 512 bit",602 MHz,1107 MHz,240 / 80 / 32
Radeon HD 6570M Mac Edition,Capilano,"Oct 28th, 2009",MXM-II,"1024 MB, GDDR3, 128 bit",600 MHz,800 MHz,400 / 20 / 8
Radeon HD 4520,RV710,"Dec 2nd, 2009",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",600 MHz,400 MHz,80 / 8 / 4
Radeon HD 4570 Rebrand,RV635,"Nov 22nd, 2009",PCIe 2.0 x16,"1024 MB, DDR2, 128 bit",796 MHz,396 MHz,120 / 8 / 4
Radeon HD 5970,Hemlock,"Nov 18th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",725 MHz,1000 MHz,1600 / 80 / 32
Mobility Radeon HD 4100 IGP,RS880,"Nov 1st, 2009",PCIe 1.0 x16,System Shared,400 MHz,System Shared,40 / 4 / 4
Radeon HD 3200 Mobile IGP,RS780,"Nov 1st, 2009",PCIe 1.0 x16,System Shared,380 MHz,System Shared,40 / 4 / 4
Radeon HD 5750,Juniper,"Oct 13th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",700 MHz,1150 MHz,720 / 36 / 16
Radeon HD 5770,Juniper,"Oct 13th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",850 MHz,1200 MHz,800 / 40 / 16
Radeon HD 5850,Cypress,"Sep 30th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",725 MHz,1000 MHz,1440 / 72 / 32
Radeon HD 3610,RV630,"Sep 24th, 2009",PCIe 1.0 x16,"512 MB, DDR2, 128 bit",594 MHz,396 MHz,120 / 8 / 4
Radeon HD 5870,Cypress,"Sep 23rd, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",850 MHz,1200 MHz,1600 / 80 / 32
Mobility Radeon HD 4670 Mac Edition,M96,"Sep 16th, 2009",MXM-A (3.0),"256 MB, GDDR3, 128 bit",680 MHz,790 MHz,320 / 32 / 8
Mobility Radeon HD 4200 IGP,RS880,"Sep 10th, 2009",PCIe 1.0 x16,System Shared,500 MHz,System Shared,40 / 4 / 4
Radeon HD 4750,RV740,"Sep 9th, 2009",PCIe 2.0 x16,"512 MB, GDDR5, 128 bit",730 MHz,800 MHz,640 / 32 / 16
Radeon HD 4860,RV790,"Sep 9th, 2009",PCIe 2.0 x16,"512 MB, GDDR5, 256 bit",700 MHz,750 MHz,640 / 32 / 16
Mobility Radeon HD 4850 Mac Edition,M98,"Aug 28th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",503 MHz,850 MHz,800 / 40 / 16
FirePro M7740,M97,"Aug 4th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",650 MHz,846 MHz,640 / 32 / 16
Radeon HD 4200 IGP,RS880,"Aug 1st, 2009",PCIe 1.0 x16,System Shared,500 MHz,System Shared,40 / 4 / 4
Radeon HD 4670 AGP,RV730,"Jul 17th, 2009",AGP 8x,"1024 MB, GDDR3, 128 bit",750 MHz,800 MHz,320 / 32 / 8
Radeon HD 4730,RV770,"Jun 8th, 2009",PCIe 2.0 x16,"512 MB, GDDR5, 128 bit",750 MHz,900 MHz,640 / 32 / 8
Radeon E4690 MXM,RV730,"Jun 1st, 2009",MXM-II,"512 MB, GDDR3, 128 bit",600 MHz,700 MHz,320 / 32 / 8
Radeon E4690 MXM,RV730,"Jun 1st, 2009",MXM-A (3.0),"512 MB, GDDR3, 128 bit",600 MHz,700 MHz,320 / 32 / 8
Radeon E4690 PCIe,RV730,"Jun 1st, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",600 MHz,700 MHz,320 / 32 / 8
Radeon HD 4810,RV770,"May 28th, 2009",PCIe 2.0 x16,"512 MB, GDDR5, 128 bit",625 MHz,900 MHz,640 / 32 / 8
Radeon HD 3410,RV610,"May 7th, 2009",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",519 MHz,396 MHz,40 / 4 / 4
Radeon HD 4770,RV740,"Apr 28th, 2009",PCIe 2.0 x16,"512 MB, GDDR5, 128 bit",750 MHz,800 MHz,640 / 32 / 16
Radeon HD 4890,RV790,"Apr 2nd, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",850 MHz,975 MHz,800 / 40 / 16
FirePro V7750,RV730,"Mar 27th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",800 MHz,900 MHz,320 / 32 / 8
Mobility Radeon HD 4830,M97,"Mar 3rd, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",550 MHz,700 MHz,640 / 32 / 16
Mobility Radeon HD 4860,M97,"Mar 3rd, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",650 MHz,1000 MHz,640 / 32 / 16
Radeon HD 4250,RV620,"Feb 25th, 2009",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",594 MHz,396 MHz,40 / 4 / 4
FirePro M5725,M96,"Jan 9th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",675 MHz,800 MHz,320 / 32 / 8
Mobility Radeon HD 4330,M92,"Jan 9th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",450 MHz,600 MHz,80 / 8 / 4
Mobility Radeon HD 4350,M92,"Jan 9th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",450 MHz,600 MHz,80 / 8 / 4
Mobility Radeon HD 4530,M92,"Jan 9th, 2009",MXM-II,"512 MB, GDDR3, 64 bit",500 MHz,700 MHz,80 / 8 / 4
Mobility Radeon HD 4570,M92,"Jan 9th, 2009",MXM-II,"512 MB, GDDR3, 64 bit",680 MHz,800 MHz,80 / 8 / 4
Mobility Radeon HD 4650,M96,"Jan 9th, 2009",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",500 MHz,600 MHz,320 / 32 / 8
Mobility Radeon HD 4670,M96,"Jan 9th, 2009",MXM-A (3.0),"512 MB, GDDR3, 128 bit",675 MHz,800 MHz,320 / 32 / 8
Mobility Radeon HD 4850,M98,"Jan 9th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",500 MHz,850 MHz,800 / 40 / 16
Mobility Radeon HD 4850 X2,M98,"Jan 9th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",500 MHz,700 MHz,800 / 40 / 16
Mobility Radeon HD 4870,M98,"Jan 9th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",550 MHz,888 MHz,800 / 40 / 16
Mobility Radeon HD 4870 X2,M98,"Jan 9th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",550 MHz,700 MHz,800 / 40 / 16
GeForce G105M,GT218,"Dec 14th, 2009",PCIe 2.0 x16,"512 MB, DDR3, 64 bit",535 MHz,790 MHz,16 / 8 / 4
GeForce GTX 260 OEM,GT200B,"Dec 8th, 2009",PCIe 2.0 x16,"1792 MB, GDDR3, 448 bit",518 MHz,1008 MHz,192 / 64 / 28
Quadro FX 2800M,G92,"Dec 1st, 2009",MXM-B (3.0),"1024 MB, GDDR3, 256 bit",600 MHz,1000 MHz,96 / 48 / 16
Quadro FX 380 LP,GT218,"Dec 1st, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",550 MHz,800 MHz,16 / 8 / 4
GeForce 310 OEM,GT218,"Nov 27th, 2009",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",589 MHz,333 MHz,16 / 8 / 4
GeForce 205 OEM,GT218,"Nov 26th, 2009",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",589 MHz,400 MHz,16 / 8 / 4
GeForce GT 240,GT215,"Nov 17th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",550 MHz,850 MHz,96 / 32 / 8
GeForce 210,GT218,"Oct 12th, 2009",PCIe 2.0 x16,"512 MB, DDR3, 64 bit",520 MHz,400 MHz,16 / 8 / 4
GeForce 210 PCI,GT216,"Oct 12th, 2009",PCI,"512 MB, DDR2, 64 bit",475 MHz,400 MHz,16 / 8 / 4
GeForce 210 Rev. 2,GT218,"Oct 12th, 2009",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",520 MHz,400 MHz,16 / 8 / 4
GeForce GT 220,GT216,"Oct 12th, 2009",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",615 MHz,1000 MHz,48 / 16 / 8
GeForce GT 220 OEM,GT215,"Oct 12th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",506 MHz,700 MHz,48 / 16 / 8
GeForce GT 230,G94B,"Oct 12th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",650 MHz,900 MHz,48 / 24 / 16
GeForce 210 OEM,GT216,"Sep 4th, 2009",PCIe 2.0 x16,"1024 MB, DDR2, 64 bit",475 MHz,400 MHz,16 / 8 / 4
GeForce G103M,G98,"Sep 1st, 2009",PCIe 1.0 x16,"512 MB, DDR2, 64 bit",640 MHz,500 MHz,8 / 4 / 4
GeForce G210 OEM Rev. 2,GT218,"Aug 24th, 2009",PCIe 2.0 x16,"128 MB, DDR2, 64 bit",589 MHz,400 MHz,16 / 8 / 4
GeForce G105M,GT218,"Jul 16th, 2009",PCIe 2.0 x16,"256 MB, GDDR3, 64 bit",500 MHz,700 MHz,16 / 8 / 4
GeForce GTS 240 OEM,G92B,"Jul 1st, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",675 MHz,1100 MHz,112 / 56 / 16
GeForce G210M,GT218,"Jun 15th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",625 MHz,800 MHz,16 / 8 / 4
GeForce GT 120M,G96C,"Jun 15th, 2009",PCIe 2.0 x16,"1024 MB, DDR2, 128 bit",500 MHz,500 MHz,32 / 16 / 8
GeForce GT 220M,G96C,"Jun 15th, 2009",MXM-II,"512 MB, GDDR3, 128 bit",500 MHz,800 MHz,32 / 16 / 8
GeForce GT 230M,GT216,"Jun 15th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",500 MHz,800 MHz,48 / 16 / 8
GeForce GT 240M,GT216,"Jun 15th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",550 MHz,800 MHz,48 / 16 / 8
GeForce GT 320M,G96C,"Jun 15th, 2009",MXM-II,"512 MB, GDDR3, 128 bit",500 MHz,800 MHz,32 / 16 / 8
GeForce GTS 250M,GT215,"Jun 15th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",500 MHz,800 MHz,96 / 32 / 8
GeForce GTS 260M,GT215,"Jun 15th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",550 MHz,900 MHz,96 / 32 / 8
Quadro FX 1800M,GT215,"Jun 15th, 2009",MXM-A (3.0),"1024 MB, GDDR5, 128 bit",561 MHz,550 MHz,72 / 24 / 8
GeForce 9600 GTX,G92,"May 27th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",580 MHz,700 MHz,96 / 48 / 16
GeForce G210 OEM,G96C,"May 26th, 2009",PCIe 1.0 x16,"512 MB, DDR2, 64 bit",550 MHz,504 MHz,16 / 8 / 4
Quadro NVS 295,G98,"May 7th, 2009",PCIe 1.0 x16,"256 MB, GDDR3, 64 bit",540 MHz,695 MHz,8 / 4 / 4
GeForce GT 230 OEM,G92B,"Apr 27th, 2009",PCIe 2.0 x16,"1536 MB, DDR2, 192 bit",500 MHz,500 MHz,96 / 48 / 12
Quadro FX 580,G96C,"Apr 9th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",450 MHz,800 MHz,32 / 16 / 8
Tesla C1060,GT200B,"Apr 9th, 2009",PCIe 2.0 x16,"4 GB, GDDR3, 512 bit",610 MHz,800 MHz,240 / 80 / 32
Tesla T10 Processor,GT200B,"Apr 9th, 2009",PCIe 2.0 x16,"4 GB, GDDR3, 512 bit",610 MHz,800 MHz,240 / 80 / 32
Quadro FX 1800,G94,"Mar 30th, 2009",PCIe 2.0 x16,"768 MB, GDDR3, 192 bit",550 MHz,800 MHz,64 / 32 / 12
Quadro FX 380,G96,"Mar 30th, 2009",PCIe 2.0 x16,"256 MB, GDDR3, 128 bit",450 MHz,700 MHz,16 / 8 / 8
Quadro FX 3800,GT200B,"Mar 30th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",600 MHz,800 MHz,192 / 64 / 16
GeForce G100 OEM,G98,"Mar 10th, 2009",PCIe 2.0 x16,"256 MB, DDR2, 64 bit",540 MHz,400 MHz,8 / 4 / 4
GeForce GT 120 OEM,G96C,"Mar 10th, 2009",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",738 MHz,504 MHz,32 / 16 / 8
GeForce GT 130 OEM,G94B,"Mar 10th, 2009",PCIe 2.0 x16,"512 MB, DDR2, 192 bit",500 MHz,500 MHz,48 / 24 / 12
GeForce GT 140 OEM,G94B,"Mar 10th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",650 MHz,900 MHz,64 / 32 / 16
GeForce GTS 150 OEM,G92,"Mar 10th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",738 MHz,1000 MHz,128 / 64 / 16
GeForce GTS 250,G92B,"Mar 4th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",702 MHz,1000 MHz,128 / 64 / 16
GeForce GTS 250,G92B,"Mar 4th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",675 MHz,1008 MHz,128 / 64 / 16
GeForce GTS 150M,G94,"Mar 3rd, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",400 MHz,800 MHz,64 / 32 / 16
GeForce GTS 160M,G94,"Mar 3rd, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",600 MHz,800 MHz,64 / 32 / 16
GeForce GTX 260M,G92,"Mar 3rd, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",550 MHz,950 MHz,112 / 56 / 16
GeForce GTX 280M,G92,"Mar 3rd, 2009",MXM-IV,"1024 MB, GDDR3, 256 bit",585 MHz,950 MHz,128 / 64 / 16
GeForce GT 120 Mac Edition,G96C,"Jan 20th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",550 MHz,800 MHz,32 / 16 / 8
Quadro NVS 420,G98,"Jan 20th, 2009",PCIe 2.0 x16,"256 MB, GDDR3, 64 bit",550 MHz,700 MHz,8 / 4 / 4
GeForce 9800 GTX+,G92B,"Jan 16th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",738 MHz,1100 MHz,128 / 64 / 16
GeForce GTX 275,GT200B,"Jan 15th, 2009",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",633 MHz,1134 MHz,240 / 80 / 28
GeForce GTX 285 Mac Edition,GT200B,"Jan 15th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 512 bit",648 MHz,1242 MHz,240 / 80 / 32
GeForce G102M,C79,"Jan 8th, 2009",PCIe 1.0 x16,System Shared,450 MHz,System Shared,16 / 8 / 4
GeForce G105M,G98,"Jan 8th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",640 MHz,700 MHz,8 / 4 / 4
GeForce G110M,G96C,"Jan 8th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 64 bit",400 MHz,700 MHz,16 / 8 / 4
GeForce G205M,C79,"Jan 8th, 2009",PCIe 1.0 x16,System Shared,450 MHz,System Shared,16 / 8 / 4
GeForce GT 130M,G96C,"Jan 8th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",600 MHz,800 MHz,32 / 16 / 8
